Cust_Id,Recency,Frequency,Monetary
11463,108,3,47.92
11753,167,3,47.92
17211,410,1,47.94
11928,108,2,47.94
11863,208,2,47.94
11882,262,2,47.94
11926,286,2,47.94
11864,298,2,47.94
12197,328,2,47.94
23913,91,1,47.96
27390,113,1,47.96
26552,283,1,47.96
27530,372,1,47.96
29428,419,1,47.96
23631,71,1,47.97
20932,139,1,47.97
19488,165,1,47.97
26900,188,1,47.97
20057,202,1,47.97
29331,224,1,47.97
24130,295,1,47.97
25699,298,1,47.97
28338,299,1,47.97
29347,398,1,47.97
27782,399,1,47.97
25627,415,1,47.97
11043,225,2,47.98
19953,84,2,48.45
11143,102,2,48.56
11159,144,2,48.56
11174,249,2,48.56
12871,69,2,48.96
13509,297,2,48.96
13493,341,2,48.96
19072,62,1,48.97
28677,78,1,48.97
16883,85,1,48.97
14785,86,1,48.97
11383,89,1,48.97
23548,100,1,48.97
21129,103,1,48.97
18630,105,1,48.97
12870,108,1,48.97
19939,112,1,48.97
24216,114,1,48.97
28886,118,1,48.97
12872,123,1,48.97
14964,123,1,48.97
25670,127,1,48.97
27805,140,1,48.97
11390,144,1,48.97
13826,145,1,48.97
22496,177,1,48.97
16279,185,1,48.97
28910,193,1,48.97
21842,199,1,48.97
14550,205,1,48.97
19183,205,1,48.97
21086,229,1,48.97
22545,238,1,48.97
11384,241,1,48.97
14968,244,1,48.97
21821,247,1,48.97
16652,250,1,48.97
19762,254,1,48.97
11342,262,1,48.97
22588,265,1,48.97
25503,267,1,48.97
22553,268,1,48.97
26208,279,1,48.97
22507,280,1,48.97
24243,289,1,48.97
13569,304,1,48.97
27840,305,1,48.97
19045,308,1,48.97
27816,311,1,48.97
22796,319,1,48.97
24133,323,1,48.97
14153,324,1,48.97
22569,377,1,48.97
21680,390,1,48.97
13696,403,1,48.97
25820,413,1,48.97
26233,420,1,48.97
21120,422,1,48.97
12636,260,2,48.97
13028,99,1,48.98
14695,148,1,48.98
22843,353,1,48.98
21565,407,1,48.98
12893,107,2,48.98
12932,155,2,48.98
12894,186,2,48.98
23150,115,1,49.22
11258,259,2,49.23
17851,64,1,49.48
25932,69,1,49.48
26008,70,1,49.48
16462,80,1,49.48
19908,97,1,49.48
17817,130,1,49.48
26523,164,1,49.48
26065,165,1,49.48
26477,174,1,49.48
26501,178,1,49.48
26525,196,1,49.48
26088,199,1,49.48
18037,203,1,49.48
26244,214,1,49.48
25933,215,1,49.48
25258,222,1,49.48
26332,227,1,49.48
26345,235,1,49.48
26639,239,1,49.48
25894,248,1,49.48
15045,249,1,49.48
26478,257,1,49.48
26064,276,1,49.48
25003,288,1,49.48
21515,298,1,49.48
26062,317,1,49.48
26508,325,1,49.48
16304,335,1,49.48
25351,360,1,49.48
16194,372,1,49.48
16320,395,1,49.48
15449,94,2,49.56
19972,178,2,49.7
23083,239,1,49.9
23215,189,1,49.96
26564,62,1,49.97
22356,64,1,49.97
22357,76,1,49.97
28960,84,1,49.97
20490,91,1,49.97
22051,99,1,49.97
21462,103,1,49.97
20469,104,1,49.97
13593,106,1,49.97
21774,109,1,49.97
29193,111,1,49.97
21705,116,1,49.97
25543,127,1,49.97
21933,128,1,49.97
21503,131,1,49.97
21763,137,1,49.97
20770,141,1,49.97
23259,141,1,49.97
26366,146,1,49.97
29296,146,1,49.97
21502,168,1,49.97
22337,168,1,49.97
23262,169,1,49.97
21415,171,1,49.97
21809,171,1,49.97
13598,175,1,49.97
21760,177,1,49.97
20692,178,1,49.97
11596,181,1,49.97
21744,183,1,49.97
11474,186,1,49.97
21729,186,1,49.97
20514,187,1,49.97
12734,190,1,49.97
20486,191,1,49.97
21634,193,1,49.97
22347,194,1,49.97
23248,194,1,49.97
21694,198,1,49.97
12600,204,1,49.97
21751,220,1,49.97
21337,223,1,49.97
20518,229,1,49.97
28100,231,1,49.97
23271,235,1,49.97
12591,238,1,49.97
20267,238,1,49.97
21708,239,1,49.97
12748,244,1,49.97
29122,244,1,49.97
20474,245,1,49.97
12714,255,1,49.97
21397,257,1,49.97
20435,258,1,49.97
20635,259,1,49.97
21328,266,1,49.97
25001,267,1,49.97
28943,273,1,49.97
21452,275,1,49.97
21458,289,1,49.97
20507,290,1,49.97
12720,292,1,49.97
21157,295,1,49.97
29120,296,1,49.97
21244,300,1,49.97
24268,308,1,49.97
29321,310,1,49.97
12812,319,1,49.97
21784,321,1,49.97
21624,325,1,49.97
20370,327,1,49.97
12557,328,1,49.97
20458,336,1,49.97
21743,336,1,49.97
21782,337,1,49.97
20489,342,1,49.97
24876,345,1,49.97
21805,350,1,49.97
20410,355,1,49.97
12661,365,1,49.97
20413,373,1,49.97
21321,381,1,49.97
21472,391,1,49.97
21158,392,1,49.97
23274,397,1,49.97
21443,398,1,49.97
21783,399,1,49.97
21003,414,1,49.97
23249,421,1,49.97
11585,80,1,49.99
12482,96,1,49.99
12322,99,1,49.99
29322,102,1,49.99
29284,110,1,49.99
12477,112,1,49.99
12257,116,1,49.99
12470,128,1,49.99
12389,138,1,49.99
12396,167,1,49.99
12258,181,1,49.99
12469,193,1,49.99
12458,208,1,49.99
29328,227,1,49.99
28594,230,1,49.99
12472,234,1,49.99
12273,242,1,49.99
12377,280,1,49.99
12278,282,1,49.99
29337,320,1,49.99
12379,344,1,49.99
12268,349,1,49.99
28595,356,1,49.99
12635,374,1,49.99
12331,391,1,49.99
12639,406,1,49.99
22849,112,1,50.23
16581,157,1,50.23
12978,269,1,50.23
11220,108,2,50.23
11655,119,2,50.23
11627,142,2,50.23
12144,146,2,50.23
11880,148,2,50.23
18149,151,2,50.23
12185,350,2,50.23
11889,392,2,50.23
15324,104,1,50.94
13599,182,2,51.25
12040,84,2,51.27
12205,91,2,51.27
12954,289,2,51.27
12092,301,2,51.27
12960,308,2,51.27
15359,200,1,51.46
29047,246,1,51.46
23048,334,1,51.46
26069,391,1,51.46
18178,62,2,51.46
16035,66,2,51.46
15712,176,2,51.57
15241,237,2,51.91
17313,279,2,51.92
11927,62,2,51.94
26239,142,1,51.96
25254,243,1,51.96
17083,369,1,51.96
12592,114,2,51.96
20898,162,1,51.97
18018,204,1,51.97
18535,65,2,51.97
18081,244,2,51.97
18600,260,2,51.97
19625,356,2,52.77
16571,107,2,52.92
15448,88,2,52.93
12597,182,2,53.21
13810,102,1,53.47
16471,118,1,53.47
19505,287,1,53.47
28985,373,1,53.47
16398,385,1,53.47
12787,187,2,53.56
26453,174,1,53.95
16543,204,2,53.96
12629,135,1,53.97
12365,298,2,53.97
26361,63,1,53.98
20794,150,1,53.98
23946,162,1,53.98
24086,187,1,53.98
27804,187,1,53.98
24080,246,1,53.98
24543,281,1,53.98
26850,297,1,53.98
29162,315,1,53.98
22804,359,1,53.98
25632,390,1,53.98
19521,410,1,53.98
26369,64,1,53.99
28782,68,1,53.99
11543,100,1,53.99
11437,102,1,53.99
11487,106,1,53.99
29413,107,1,53.99
11560,118,1,53.99
28777,127,1,53.99
29329,136,1,53.99
11476,150,1,53.99
26368,173,1,53.99
29419,175,1,53.99
29402,181,1,53.99
29420,196,1,53.99
28334,205,1,53.99
29405,230,1,53.99
29408,243,1,53.99
11545,261,1,53.99
29327,265,1,53.99
11563,269,1,53.99
11407,281,1,53.99
25740,289,1,53.99
28343,289,1,53.99
29283,303,1,53.99
11471,318,1,53.99
11478,346,1,53.99
28344,360,1,53.99
11490,361,1,53.99
11405,365,1,53.99
11567,381,1,53.99
28331,389,1,53.99
11551,395,1,53.99
28333,418,1,53.99
22744,182,1,54.21
11230,112,2,54.22
25950,103,1,54.25
15611,290,1,54.25
19000,74,2,54.26
16930,88,2,54.42
17325,156,2,54.94
14869,67,1,54.96
14493,116,1,54.96
20519,122,1,54.96
15292,178,1,54.96
14568,358,1,54.96
12029,241,1,54.97
29288,65,1,54.98
20499,79,1,54.98
27793,85,1,54.98
28289,105,1,54.98
19222,109,1,54.98
16806,114,1,54.98
17019,121,1,54.98
17457,121,1,54.98
18536,143,1,54.98
17528,144,1,54.98
25196,145,1,54.98
27643,170,1,54.98
28912,180,1,54.98
16647,194,1,54.98
16801,202,1,54.98
18498,204,1,54.98
16780,207,1,54.98
17607,213,1,54.98
13502,225,1,54.98
27959,242,1,54.98
16371,289,1,54.98
16774,289,1,54.98
14508,307,1,54.98
16796,318,1,54.98
15317,326,1,54.98
21446,326,1,54.98
17407,327,1,54.98
16857,331,1,54.98
19216,336,1,54.98
27243,348,1,54.98
18063,370,1,54.98
25265,377,1,54.98
12828,378,1,54.98
29333,388,1,54.98
18534,393,1,54.98
18760,397,1,54.98
11284,333,2,55.48
11966,103,3,55.76
11467,88,3,55.87
26412,160,1,55.91
11024,248,2,56.51
18728,166,2,56.71
17702,174,2,56.76
20764,242,2,56.76
12095,240,2,56.93
28404,171,1,56.95
21531,68,1,56.96
23301,105,1,56.96
21124,108,1,56.96
23004,152,1,56.96
20240,166,1,56.96
17712,261,1,56.96
22818,426,1,56.96
18411,252,2,56.96
14029,62,1,56.97
12974,75,1,56.97
13094,81,1,56.97
14980,88,1,56.97
21431,95,1,56.97
17197,96,1,56.97
13470,101,1,56.97
13754,103,1,56.97
14781,106,1,56.97
14972,110,1,56.97
13475,111,1,56.97
22080,123,1,56.97
13282,124,1,56.97
14410,125,1,56.97
21973,125,1,56.97
13317,128,1,56.97
13922,137,1,56.97
13459,140,1,56.97
13192,142,1,56.97
13392,142,1,56.97
21295,143,1,56.97
13413,151,1,56.97
13223,157,1,56.97
14144,157,1,56.97
16604,157,1,56.97
13332,165,1,56.97
14515,167,1,56.97
13374,169,1,56.97
13188,170,1,56.97
13242,173,1,56.97
13196,174,1,56.97
12910,176,1,56.97
19050,177,1,56.97
13921,178,1,56.97
15279,180,1,56.97
13951,186,1,56.97
14248,188,1,56.97
14331,189,1,56.97
13194,193,1,56.97
18124,196,1,56.97
14349,201,1,56.97
14092,204,1,56.97
20547,208,1,56.97
13740,214,1,56.97
23563,214,1,56.97
14004,217,1,56.97
21656,227,1,56.97
14383,232,1,56.97
22366,237,1,56.97
13457,238,1,56.97
20341,246,1,56.97
13228,248,1,56.97
14097,249,1,56.97
13483,253,1,56.97
13656,260,1,56.97
13444,261,1,56.97
13654,266,1,56.97
22003,267,1,56.97
12788,269,1,56.97
22363,278,1,56.97
12797,281,1,56.97
13352,283,1,56.97
16333,300,1,56.97
13850,301,1,56.97
13867,303,1,56.97
23527,304,1,56.97
14295,307,1,56.97
13439,317,1,56.97
13364,320,1,56.97
13926,330,1,56.97
15250,330,1,56.97
13074,333,1,56.97
15838,336,1,56.97
14075,342,1,56.97
13980,344,1,56.97
14280,345,1,56.97
20299,352,1,56.97
13923,355,1,56.97
14849,364,1,56.97
13432,369,1,56.97
12844,371,1,56.97
14351,376,1,56.97
13070,378,1,56.97
13945,381,1,56.97
13490,385,1,56.97
13942,389,1,56.97
14043,391,1,56.97
13935,394,1,56.97
13302,395,1,56.97
14266,397,1,56.97
13933,398,1,56.97
13235,406,1,56.97
18986,414,1,56.97
12965,420,1,56.97
13360,420,1,56.97
15278,421,1,56.97
14245,425,1,56.97
21998,260,1,56.98
21223,371,1,56.98
19632,403,1,56.98
25440,94,1,57.09
24638,147,1,57.09
24728,219,1,57.09
24314,379,1,57.09
14999,84,2,57.51
14124,137,2,57.59
19573,72,2,57.76
13495,347,2,57.95
11079,89,3,57.95
12982,179,2,57.97
26999,138,1,57.98
25266,269,1,57.98
22701,270,1,57.98
24694,327,1,57.98
11757,124,3,58.05
11758,127,3,58.05
11121,147,3,58.16
12201,234,2,58.18
16343,151,2,58.25
28566,66,1,58.47
26637,88,1,58.47
28565,97,1,58.47
26813,147,1,58.47
27115,148,1,58.47
26578,154,1,58.47
26413,160,1,58.47
26612,162,1,58.47
27456,167,1,58.47
27189,202,1,58.47
27457,214,1,58.47
27529,221,1,58.47
26721,229,1,58.47
27481,235,1,58.47
26812,267,1,58.47
23919,273,1,58.47
26713,299,1,58.47
22683,317,1,58.47
27233,332,1,58.47
26414,418,1,58.47
24555,232,1,58.95
22360,247,1,58.95
12399,220,1,58.96
13597,224,1,58.96
12562,382,1,58.96
19752,69,1,58.98
18114,76,1,58.98
22514,76,1,58.98
24663,85,1,58.98
26461,90,1,58.98
19367,99,1,58.98
16748,113,1,58.98
16379,118,1,58.98
24570,127,1,58.98
22476,139,1,58.98
27971,152,1,58.98
19464,165,1,58.98
20081,167,1,58.98
19444,170,1,58.98
21007,179,1,58.98
21834,180,1,58.98
22564,180,1,58.98
18410,182,1,58.98
27976,196,1,58.98
26495,197,1,58.98
20946,198,1,58.98
16911,201,1,58.98
22385,201,1,58.98
22916,202,1,58.98
24151,213,1,58.98
18636,215,1,58.98
22622,216,1,58.98
16735,222,1,58.98
25245,228,1,58.98
22919,231,1,58.98
21550,234,1,58.98
24591,238,1,58.98
18658,248,1,58.98
18074,255,1,58.98
22941,270,1,58.98
26915,272,1,58.98
18666,277,1,58.98
21661,277,1,58.98
23893,287,1,58.98
22928,291,1,58.98
27718,293,1,58.98
22421,298,1,58.98
22497,303,1,58.98
17489,306,1,58.98
25782,307,1,58.98
24729,316,1,58.98
12467,344,1,58.98
19677,346,1,58.98
17122,360,1,58.98
20317,368,1,58.98
22963,373,1,58.98
17519,374,1,58.98
18064,374,1,58.98
12466,377,1,58.98
16383,393,1,58.98
17437,393,1,58.98
23783,393,1,58.98
26411,395,1,58.98
17035,409,1,58.98
19185,409,1,58.98
23989,413,1,58.98
18095,419,1,58.98
20050,423,1,58.98
13535,163,2,59.2
19651,85,1,59.25
23366,358,1,59.25
18604,104,2,59.25
19090,137,2,59.26
18705,249,2,59.26
18932,320,2,59.26
12417,85,1,59.27
22213,397,1,59.27
19603,82,2,59.46
19597,91,2,59.46
23823,317,1,59.47
20251,343,1,59.47
28590,377,1,59.48
13780,127,1,59.49
14074,308,2,59.88
16463,293,1,59.91
15617,423,1,59.91
17988,159,1,59.92
17589,68,1,59.98
26236,74,1,59.98
23350,87,1,59.98
24124,92,1,59.98
28337,113,1,59.98
16923,115,1,59.98
16891,124,1,59.98
26073,124,1,59.98
28894,126,1,59.98
19221,133,1,59.98
23537,139,1,59.98
18910,140,1,59.98
21450,153,1,59.98
26464,154,1,59.98
24682,158,1,59.98
28214,182,1,59.98
17438,184,1,59.98
17266,194,1,59.98
28356,195,1,59.98
12731,196,1,59.98
20406,204,1,59.98
20095,206,1,59.98
25885,219,1,59.98
21796,225,1,59.98
18933,234,1,59.98
25355,240,1,59.98
23208,242,1,59.98
16017,243,1,59.98
23654,245,1,59.98
26893,250,1,59.98
18100,257,1,59.98
20155,275,1,59.98
15853,277,1,59.98
16990,277,1,59.98
17459,278,1,59.98
25677,283,1,59.98
16736,289,1,59.98
19633,289,1,59.98
22629,298,1,59.98
18509,314,1,59.98
13787,319,1,59.98
23008,319,1,59.98
24195,321,1,59.98
22027,324,1,59.98
24146,338,1,59.98
15294,343,1,59.98
27028,345,1,59.98
21075,349,1,59.98
25347,351,1,59.98
26452,354,1,59.98
12728,358,1,59.98
16382,358,1,59.98
22914,361,1,59.98
25953,368,1,59.98
17161,369,1,59.98
17138,373,1,59.98
16767,382,1,59.98
23309,385,1,59.98
28872,385,1,59.98
24771,394,1,59.98
15366,402,1,59.98
29214,409,1,59.98
23682,414,1,59.98
21412,419,1,59.98
25335,419,1,59.98
26505,420,1,59.98
13157,84,2,59.98
15796,87,2,59.98
13044,137,2,59.98
13037,141,2,59.98
13982,146,2,59.98
14015,159,2,59.98
15731,184,2,59.98
15233,193,2,59.98
15592,195,2,59.98
15234,245,2,59.98
13522,279,2,59.98
15139,341,2,59.98
19575,145,2,60.05
27640,63,1,60.47
25802,64,1,60.47
25678,71,1,60.47
26787,71,1,60.47
28439,74,1,60.47
18748,76,1,60.47
25027,83,1,60.47
26951,87,1,60.47
28899,96,1,60.47
21913,99,1,60.47
28526,100,1,60.47
27912,102,1,60.47
18443,104,1,60.47
29429,109,1,60.47
29470,116,1,60.47
27736,120,1,60.47
25791,124,1,60.47
18741,134,1,60.47
26875,136,1,60.47
27830,143,1,60.47
21094,146,1,60.47
21664,148,1,60.47
21737,148,1,60.47
28469,156,1,60.47
26421,159,1,60.47
26378,161,1,60.47
26847,162,1,60.47
24453,163,1,60.47
27922,163,1,60.47
25139,164,1,60.47
28426,171,1,60.47
27422,177,1,60.47
22419,188,1,60.47
25650,189,1,60.47
25268,191,1,60.47
20254,196,1,60.47
25263,204,1,60.47
28084,206,1,60.47
27684,209,1,60.47
28227,216,1,60.47
28738,217,1,60.47
25128,219,1,60.47
25773,221,1,60.47
21117,222,1,60.47
21127,229,1,60.47
21684,232,1,60.47
20976,242,1,60.47
28236,248,1,60.47
27474,259,1,60.47
22556,261,1,60.47
28146,267,1,60.47
28225,269,1,60.47
26273,274,1,60.47
27409,285,1,60.47
27157,293,1,60.47
27564,309,1,60.47
20231,312,1,60.47
20243,313,1,60.47
28468,323,1,60.47
27755,329,1,60.47
26268,331,1,60.47
18319,341,1,60.47
21063,344,1,60.47
20266,345,1,60.47
27664,350,1,60.47
27023,352,1,60.47
26392,356,1,60.47
27509,376,1,60.47
27841,377,1,60.47
25526,380,1,60.47
27173,389,1,60.47
22431,390,1,60.47
28082,394,1,60.47
25129,403,1,60.47
28410,404,1,60.47
25788,407,1,60.47
27837,409,1,60.47
25719,411,1,60.47
26272,418,1,60.47
28226,423,1,60.47
25310,426,1,60.47
14698,109,1,60.95
19232,151,2,60.96
18677,326,2,60.96
24993,112,1,61.08
24510,179,1,61.08
12504,340,1,61.08
24440,341,1,61.08
28379,355,1,61.08
22217,73,1,61.45
16825,134,1,61.45
14825,285,1,61.45
13848,415,1,61.45
12370,302,3,61.53
14019,86,2,61.58
14123,259,2,61.58
19582,66,2,61.75
19617,99,2,61.75
19622,246,2,61.75
11503,113,2,61.78
16749,116,1,61.96
15962,128,1,61.96
15512,159,1,61.96
16130,201,1,61.96
25814,211,1,61.96
15541,221,1,61.96
15895,280,1,61.96
28292,336,1,61.96
14903,351,1,61.96
24595,361,1,61.96
24906,361,1,61.96
16002,393,1,61.96
22097,408,1,61.96
14505,410,1,61.96
16043,115,2,61.96
15634,119,2,61.96
16264,127,2,61.96
16036,278,2,61.96
17212,124,1,61.97
21573,234,1,61.97
12015,343,1,61.97
26739,392,1,61.97
17304,92,2,62.27
15584,95,2,62.27
14014,149,2,62.27
15140,154,2,62.27
13136,174,2,62.27
15136,204,2,62.27
13045,257,2,62.27
15766,284,2,62.27
11911,100,3,62.46
15809,254,2,62.59
12235,268,2,62.76
16563,266,2,62.95
22707,232,1,62.97
23624,312,1,62.97
19490,361,1,62.97
23228,365,1,62.97
26355,117,1,62.98
26213,138,1,62.98
29422,168,1,62.98
28335,175,1,62.98
11473,302,1,62.98
28969,323,1,62.98
26365,396,1,62.98
11902,92,3,63.04
20084,122,2,63.15
11921,128,3,63.24
18407,167,2,63.25
19591,276,2,63.42
29262,66,1,63.47
29050,111,1,63.47
29353,211,1,63.47
29273,217,1,63.47
29325,225,1,63.47
25912,277,1,63.47
29253,288,1,63.47
11951,139,3,63.52
14018,157,2,63.87
19103,216,2,63.91
18003,66,1,63.97
14962,67,1,63.97
29215,81,1,63.97
28863,85,1,63.97
18035,95,1,63.97
16258,102,1,63.97
20725,106,1,63.97
14816,112,1,63.97
19176,124,1,63.97
16312,129,1,63.97
19430,129,1,63.97
29018,132,1,63.97
14815,137,1,63.97
17955,137,1,63.97
20800,137,1,63.97
29227,139,1,63.97
29077,144,1,63.97
28965,146,1,63.97
28970,146,1,63.97
19445,155,1,63.97
29233,159,1,63.97
15628,165,1,63.97
28609,166,1,63.97
21829,170,1,63.97
16283,179,1,63.97
29022,182,1,63.97
18062,190,1,63.97
16468,204,1,63.97
19279,208,1,63.97
19249,214,1,63.97
14817,217,1,63.97
28972,218,1,63.97
29078,225,1,63.97
28811,232,1,63.97
28983,232,1,63.97
28978,264,1,63.97
16266,269,1,63.97
16281,277,1,63.97
28867,277,1,63.97
17935,282,1,63.97
19909,305,1,63.97
14812,306,1,63.97
18034,314,1,63.97
19466,315,1,63.97
19522,319,1,63.97
29217,345,1,63.97
16469,349,1,63.97
19921,352,1,63.97
28796,363,1,63.97
19369,365,1,63.97
19929,366,1,63.97
28991,367,1,63.97
28806,375,1,63.97
28682,379,1,63.97
19334,384,1,63.97
14718,390,1,63.97
16395,397,1,63.97
18022,397,1,63.97
16936,406,1,63.97
29014,420,1,63.97
15141,97,2,63.97
15718,102,2,63.97
15602,106,2,63.97
15149,134,2,63.97
14009,147,2,63.97
15728,148,2,63.97
18192,229,2,63.97
14008,249,2,63.97
12326,121,2,63.98
19726,398,2,64.24
16282,275,2,64.25
21213,156,1,64.26
11231,139,2,64.26
16918,74,1,64.47
14500,75,1,64.47
20813,77,1,64.47
14407,87,1,64.47
23513,93,1,64.47
27595,103,1,64.47
21759,105,1,64.47
16073,109,1,64.47
18550,115,1,64.47
15272,127,1,64.47
18911,129,1,64.47
18101,133,1,64.47
18455,135,1,64.47
29031,141,1,64.47
15248,142,1,64.47
23010,152,1,64.47
27215,161,1,64.47
16152,162,1,64.47
22956,162,1,64.47
17349,165,1,64.47
15539,169,1,64.47
16336,181,1,64.47
17448,187,1,64.47
14405,191,1,64.47
28276,200,1,64.47
27708,212,1,64.47
28934,226,1,64.47
26682,227,1,64.47
28010,232,1,64.47
16714,239,1,64.47
15773,247,1,64.47
14917,266,1,64.47
14743,268,1,64.47
16971,279,1,64.47
26085,287,1,64.47
18112,294,1,64.47
23641,297,1,64.47
16385,299,1,64.47
25124,309,1,64.47
25850,310,1,64.47
15817,322,1,64.47
28290,323,1,64.47
22944,328,1,64.47
26699,335,1,64.47
27596,345,1,64.47
28028,357,1,64.47
21815,360,1,64.47
27970,361,1,64.47
14469,365,1,64.47
23879,367,1,64.47
20679,371,1,64.47
14623,390,1,64.47
20528,390,1,64.47
16863,391,1,64.47
16746,396,1,64.47
28267,396,1,64.47
17569,398,1,64.47
24469,408,1,64.47
19639,410,1,64.47
23559,424,1,64.47
16781,426,1,64.47
17483,282,2,64.5
18300,229,2,64.88
16627,275,2,64.88
12601,76,2,64.9
12730,99,2,64.9
18090,314,2,64.91
19106,323,2,64.95
20551,65,1,64.97
19063,72,1,64.97
24747,77,1,64.97
26197,80,1,64.97
21714,88,1,64.97
25838,91,1,64.97
25934,91,1,64.97
24926,97,1,64.97
26122,102,1,64.97
26092,106,1,64.97
26119,106,1,64.97
20063,112,1,64.97
16941,114,1,64.97
17854,118,1,64.97
18622,127,1,64.97
20531,128,1,64.97
18048,133,1,64.97
26067,133,1,64.97
26109,160,1,64.97
17090,167,1,64.97
26087,171,1,64.97
20557,176,1,64.97
26497,182,1,64.97
24749,188,1,64.97
17887,192,1,64.97
25846,196,1,64.97
26535,203,1,64.97
16456,206,1,64.97
25871,206,1,64.97
21800,208,1,64.97
15658,211,1,64.97
25841,216,1,64.97
26459,217,1,64.97
25862,218,1,64.97
19042,221,1,64.97
25988,221,1,64.97
21908,231,1,64.97
19061,234,1,64.97
19068,238,1,64.97
17797,241,1,64.97
16397,243,1,64.97
26079,260,1,64.97
20565,265,1,64.97
16186,275,1,64.97
15445,277,1,64.97
25341,278,1,64.97
26346,281,1,64.97
24929,288,1,64.97
25859,290,1,64.97
17791,292,1,64.97
26124,293,1,64.97
17089,296,1,64.97
25882,306,1,64.97
21419,313,1,64.97
26047,315,1,64.97
15679,324,1,64.97
20369,327,1,64.97
25348,331,1,64.97
19075,338,1,64.97
17936,347,1,64.97
15673,355,1,64.97
20505,361,1,64.97
17788,364,1,64.97
25005,366,1,64.97
26688,366,1,64.97
26081,384,1,64.97
18030,390,1,64.97
26469,391,1,64.97
16040,393,1,64.97
26078,400,1,64.97
26506,401,1,64.97
25902,402,1,64.97
26340,402,1,64.97
17806,407,1,64.97
26493,407,1,64.97
24930,412,1,64.97
26123,414,1,64.97
16041,426,1,64.97
13149,123,2,64.97
13995,134,2,64.97
13046,272,2,64.97
23250,188,1,64.98
21468,199,1,64.98
20501,246,1,64.98
20502,345,1,64.98
21633,373,1,64.98
18267,119,2,64.98
18265,152,2,64.98
11972,99,2,65.25
11953,196,2,65.25
23349,185,1,65.95
22076,309,1,65.95
22743,395,1,65.95
19150,83,2,65.95
19014,256,2,65.95
14408,115,1,65.96
14035,247,1,65.96
13331,262,1,65.96
13659,299,1,65.96
18211,252,2,65.96
18206,269,2,65.96
12045,149,2,65.97
16667,69,4,65.99
13289,75,3,66.25
13303,206,3,66.25
15594,73,2,66.26
16605,98,2,66.26
15803,132,2,66.26
12324,137,2,66.26
15237,162,2,66.26
15583,164,2,66.26
13996,274,2,66.26
18154,308,1,66.44
16055,352,1,66.44
16682,142,2,66.58
15604,199,2,66.75
26194,115,1,66.94
16443,67,2,66.95
13301,197,1,66.96
14786,232,1,66.96
13901,293,1,66.96
17224,317,1,66.96
14782,405,1,66.96
22706,74,1,66.97
27466,295,1,66.97
25676,322,1,66.97
25692,387,1,66.97
15810,170,2,67.17
16606,227,2,67.17
23002,353,1,67.2
18743,153,2,67.21
13523,278,2,67.26
14860,280,2,67.26
17785,376,2,67.26
12403,131,1,67.27
12611,117,2,67.46
12590,154,2,67.46
12568,379,2,67.46
27728,128,1,67.49
22551,153,1,67.49
27168,164,1,67.49
26906,172,1,67.49
20918,189,1,67.49
20925,206,1,67.49
24531,255,1,67.49
23956,263,1,67.49
28570,270,1,67.49
29164,295,1,67.49
29074,296,1,67.49
27219,308,1,67.49
25304,325,1,67.49
29075,363,1,67.49
26409,382,1,67.49
16699,185,2,67.58
16610,359,2,67.58
25293,185,1,67.59
28384,236,1,67.59
25182,284,1,67.59
23797,353,1,67.59
24450,379,1,67.59
26810,75,1,67.93
18341,78,1,67.93
19761,109,1,67.93
25090,111,1,67.93
16795,127,1,67.93
27972,128,1,67.93
20314,129,1,67.93
28052,147,1,67.93
18076,153,1,67.93
24975,164,1,67.93
14488,173,1,67.93
24220,189,1,67.93
17863,211,1,67.93
24370,221,1,67.93
18665,242,1,67.93
15375,265,1,67.93
17699,272,1,67.93
23307,324,1,67.93
17695,333,1,67.93
23094,338,1,67.93
26242,344,1,67.93
29002,377,1,67.93
23798,378,1,67.93
14463,388,1,67.93
25256,397,1,67.93
27996,415,1,67.93
15823,137,2,67.96
24714,70,1,67.97
11349,77,1,67.97
16954,78,1,67.97
17273,111,1,67.97
18082,143,1,67.97
23595,153,1,67.97
17435,175,1,67.97
16975,206,1,67.97
19281,212,1,67.97
28718,217,1,67.97
22383,242,1,67.97
26185,302,1,67.97
18776,304,1,67.97
19676,315,1,67.97
20417,348,1,67.97
11348,365,1,67.97
16760,386,1,67.97
22795,403,1,67.97
22492,405,1,67.97
17276,424,1,67.97
11184,173,2,68.25
19608,243,2,68.45
12836,125,2,68.46
18359,79,1,68.49
20309,86,1,68.49
21837,86,1,68.49
25101,88,1,68.49
27042,110,1,68.49
23948,136,1,68.49
15286,140,1,68.49
17394,161,1,68.49
20098,163,1,68.49
17466,166,1,68.49
25125,187,1,68.49
28348,190,1,68.49
25070,194,1,68.49
24073,195,1,68.49
29213,197,1,68.49
24322,210,1,68.49
17172,236,1,68.49
24627,260,1,68.49
17682,266,1,68.49
14536,271,1,68.49
16986,271,1,68.49
23803,299,1,68.49
15958,312,1,68.49
15633,314,1,68.49
18071,340,1,68.49
20500,342,1,68.49
19641,352,1,68.49
17367,357,1,68.49
22388,371,1,68.49
27196,376,1,68.49
16044,379,1,68.49
18094,405,1,68.49
20981,418,1,68.49
18454,426,1,68.49
20958,426,1,68.49
12345,78,3,68.7
12344,230,3,68.7
15119,109,2,68.87
16632,168,2,68.87
13676,223,2,68.87
16681,265,2,68.87
15212,100,2,68.96
27383,67,1,68.97
23931,68,1,68.97
27328,69,1,68.97
26415,71,1,68.97
